x,y,z

-0.015457989647984505,0.0041130781173706055,-0.003931157290935516
-0.025875449180603027,0.013395905494689941,-0.0037871599197387695
-0.02753990702331066,0.014025211334228516,-0.020942453294992447
-0.02464034967124462,-0.0016068816184997559,-0.006960161030292511
-0.011268498376011848,-0.009984493255615234,0.01036132127046585
-0.010651260614395142,-0.008137941360473633,-0.002988576889038086
-0.008814437314867973,-0.005463659763336182,-0.011089690029621124
-0.008792620152235031,-0.013527452945709229,-0.010617740452289581
-0.0025253761559724808,-0.007182180881500244,-0.010896913707256317
-0.004365906119346619,0.005585014820098877,-0.004827022552490234
-0.017433449625968933,-0.0028131604194641113,0.022340774536132812
-0.011629894375801086,-0.009983658790588379,0.004221200942993164
-0.0010975897312164307,-0.0038264989852905273,-0.01961994171142578
0.0055776238441467285,-0.010314702987670898,-0.01305854320526123
0.0023164041340351105,-0.014055848121643066,-0.004994161427021027
0.004324004054069519,0.007918119430541992,0.0030858516693115234
0.004822239279747009,0.02134948968887329,0.024192452430725098
0.010953621938824654,0.004491031169891357,0.01375257596373558
0.01516103744506836,-0.01522749662399292,-0.010482549667358398
0.006133958697319031,-0.007764279842376709,-0.020784735679626465
-0.03851930797100067,0.0035320520401000977,-0.05126237869262695
-0.0659731924533844,0.006490528583526611,-0.0504380464553833
-0.0916823148727417,0.006698429584503174,-0.042487144470214844
-0.096947580575943,-0.012218117713928223,-0.04646718502044678
-0.09037114679813385,-0.03585129976272583,0.0071599483489990234
-0.09740205109119415,-0.02168041467666626,0.019273042678833008
-0.12049345672130585,-0.0019733309745788574,-0.04172850027680397
-0.13854454457759857,-0.0011914968490600586,-0.08918607234954834
-0.15399673581123352,0.039817750453948975,-0.17931020259857178
-0.1425105333328247,0.0747564435005188,-0.18056821823120117
-0.08504462242126465,0.025443553924560547,0.05275857448577881
-0.07430732250213623,-0.04693806171417236,0.05544412508606911
-0.061739444732666016,-0.06485986709594727,-0.0544431209564209
-0.06011447310447693,-0.035935819149017334,-0.12679123878479004
-0.0522935688495636,-0.040200650691986084,-0.13716650009155273
-0.057330310344696045,-0.04369235038757324,-0.09968018531799316
-0.04908689856529236,-0.019838154315948486,0.00957798957824707
-0.02703610062599182,-0.005635976791381836,0.04451799392700195
0.004106849431991577,-0.07786440849304199,0.05012619495391846
0.008731931447982788,-0.10142606496810913,0.021610140800476074
0.03668719530105591,-0.1027708649635315,-0.11671233177185059
0.03914418816566467,-0.0788678526878357,-0.17710447311401367
0.019306333735585213,-0.06052738428115845,-0.13730311393737793
0.018466714769601822,-0.04044795036315918,-0.0375521183013916
-0.00265633687376976,-0.017937898635864258,0.04123985767364502
-0.010720111429691315,-0.008673787117004395,-0.04334056004881859
-0.013231098651885986,0.010228157043457031,-0.15616321563720703
-0.01606002077460289,-0.014915764331817627,-0.15613675117492676
-0.038400545716285706,0.010164260864257812,-0.10592972487211227
-0.04926835745573044,0.05878245830535889,-0.09462499618530273
-0.08450794219970703,0.13310343027114868,0.05872213840484619
-0.08277904987335205,0.13100141286849976,0.10606491565704346
-0.01792636513710022,0.12604308128356934,0.015523791313171387
-0.011755671352148056,0.1452365517616272,-0.06012105941772461
0.04217103123664856,0.12331098318099976,-0.0812981128692627
0.06887467950582504,0.04838681221008301,-0.07774495333433151
0.0828498899936676,0.00580286979675293,-0.09081149101257324
0.06764665246009827,-0.001170039176940918,-0.041223522275686264
0.10865715146064758,-0.009654700756072998,0.0013984404504299164
0.1289529800415039,-0.03483790159225464,-0.0013501718640327454
0.16405528783798218,-0.03770029544830322,-0.06442141532897949
0.1665554940700531,-0.019600391387939453,-0.053009748458862305
0.1339038908481598,-0.008474111557006836,0.01034855842590332
0.14265424013137817,-0.012889623641967773,0.03888929262757301
0.13794243335723877,-0.04241156578063965,0.02088785171508789
0.13106584548950195,-0.03749340772628784,-0.018584374338388443
0.10064685344696045,-0.024878978729248047,-0.03731203079223633
0.0850338339805603,0.0037980079650878906,-0.00960863009095192
0.06447559595108032,0.019167184829711914,0.016579393297433853
0.07593202590942383,0.004920363426208496,0.011215928941965103
0.06441822648048401,-0.0048272013664245605,0.0289919376373291
0.049256473779678345,-0.00391995906829834,0.026440143585205078
0.049988001585006714,-0.007759511470794678,-0.024373892694711685
0.054893553256988525,-0.00030410289764404297,-0.0188288651406765
0.030791668221354485,0.014460742473602295,0.017264004796743393
0.03467985615134239,0.01130378246307373,-0.0001828707754611969
0.03851988539099693,-0.027070999145507812,-0.002687457948923111
0.0109139084815979,-0.01596534252166748,0.006363511085510254
-0.010703686624765396,-0.021415531635284424,0.009835239499807358
-0.009578384459018707,-0.0219385027885437,-0.00565839558839798
-0.017545700073242188,0.0027306079864501953,-0.008067011833190918
-0.01809653639793396,0.009160518646240234,-0.010736823081970215
0.00545322522521019,-0.00978153944015503,0.0007563792169094086
0.0055348873138427734,-0.031140506267547607,0.006094217300415039
-0.03845975548028946,-0.0078660249710083,0.009886018931865692
-0.04552892595529556,0.012263298034667969,-0.008340004831552505
-0.008329927921295166,0.007768392562866211,-0.037390708923339844
0.01105942577123642,-0.007083535194396973,-0.019179943948984146
-0.032058946788311005,0.011059165000915527,0.018212083727121353
-0.02757546678185463,-0.0022643208503723145,0.006475921720266342
0.01295480877161026,-0.019275903701782227,-0.03321683034300804
0.00547182559967041,-0.006998538970947266,-0.01037585735321045
0.00847458466887474,-0.011056125164031982,0.014268513768911362
0.03447248786687851,-0.0252685546875,0.0034550391137599945
0.0494464710354805,-0.02458101511001587,-0.017257805913686752
0.009395234286785126,0.012273669242858887,-0.0017945803701877594
0.0045324526727199554,-0.005339384078979492,0.0157619696110487
0.04156872630119324,-0.04093766212463379,0.021892309188842773
0.09526455402374268,-0.017388343811035156,-0.003458380699157715
0.07092428207397461,0.019933760166168213,-0.0016682147979736328
0.007757753133773804,0.06681889295578003,-0.013060569763183594
0.025017548352479935,0.0492590069770813,0.003631824627518654
0.10027983784675598,-0.024773359298706055,-0.00782465934753418
0.11962664872407913,-0.046211838722229004,-0.013828156515955925
0.0960492417216301,-0.02088022232055664,0.0013233404606580734
0.08434924483299255,0.0075871944427490234,0.004293680191040039
0.06501728296279907,0.0342944860458374,0.00887000560760498
0.05246049910783768,0.03155207633972168,0.014767887070775032
0.08533665537834167,-0.013830304145812988,0.002479076385498047
0.1131201684474945,-0.020120322704315186,-0.004205584526062012
0.13180074095726013,0.010448217391967773,-0.02862262725830078
0.10699553787708282,0.03487086296081543,-0.04822612181305885
0.0490061491727829,0.03038126230239868,-0.016199352219700813
0.03779760003089905,0.01197826862335205,0.0019218921661376953
0.024321675300598145,-0.023802578449249268,0.012713193893432617
0.03718029707670212,-0.030601680278778076,-0.027914762496948242
0.09174355864524841,-0.06830030679702759,-0.08704423904418945
0.08364048600196838,-0.06781482696533203,-0.061278581619262695
0.0567866787314415,-0.01789003610610962,-0.07096385955810547
0.05333014577627182,-0.007822692394256592,-0.03906702995300293
0.04325991868972778,-0.10143840312957764,-0.010803461074829102
0.04686841368675232,-0.11383688449859619,-0.023676633834838867
0.04974765330553055,-0.06174123287200928,-0.04906630516052246
0.039808183908462524,-0.03389793634414673,-0.0622943639755249
0.04214910417795181,0.006737232208251953,-0.16134381294250488
0.0383000448346138,-0.03743338584899902,-0.16155314445495605
0.049522966146469116,-0.08279907703399658,-0.045733094215393066
0.04926382750272751,-0.07660549879074097,-0.003073219209909439
0.06022873520851135,-0.012018442153930664,-0.07377362251281738
0.08188015222549438,0.047528862953186035,-0.07938086986541748
0.05860307067632675,0.01772332191467285,-0.022458437830209732
0.07220341265201569,0.007221698760986328,-0.052625905722379684
0.10421314835548401,0.04641526937484741,-0.06878674775362015
0.07749181985855103,0.04098910093307495,-0.06974184513092041
0.027173787355422974,0.008577167987823486,-0.11771571636199951
-0.0067189596593379974,-0.0020714998245239258,-0.10396789759397507
-0.055472586303949356,0.050856173038482666,-0.0357903316617012
-0.05601618066430092,0.09007483720779419,-0.017189279198646545
-0.02881258726119995,0.09989964962005615,-0.08089686185121536
-0.014211893081665039,0.02347743511199951,-0.13471926748752594
-0.004815250635147095,-0.09402793645858765,-0.20599019527435303
-0.017858728766441345,-0.04630160331726074,-0.20798516273498535
-0.09030497074127197,0.06571799516677856,-0.05563163757324219
-0.09784506261348724,0.07876533269882202,-0.008828744292259216
-0.1159033477306366,0.027118444442749023,-0.017871983349323273
-0.11842213571071625,-0.004196584224700928,-0.06216000020503998
-0.11244826018810272,0.0010449886322021484,-0.14627504348754883
-0.09080228209495544,0.06120496988296509,-0.0993351936340332
-0.11505336314439774,0.07832682132720947,-0.030507192015647888
-0.1391211748123169,0.04324394464492798,0.0015295743942260742
-0.14734214544296265,0.014324307441711426,0.010505542159080505
-0.13695788383483887,0.009146332740783691,0.010080456733703613
-0.10114435106515884,-0.024800896644592285,-0.023640036582946777
-0.07509227097034454,-0.016954779624938965,-0.07824361324310303
-0.08099888265132904,0.0030387043952941895,-0.10839331150054932
-0.10715000331401825,-0.0020794272422790527,-0.057912230491638184
-0.12032920122146606,0.005426526069641113,0.003699779510498047
-0.10717150568962097,0.035040438175201416,0.021321654319763184
-0.08333425223827362,0.03324294090270996,-0.029671430587768555
-0.07527261972427368,-0.0041214823722839355,-0.04139900207519531
-0.054874397814273834,-0.04364180564880371,-0.046382538974285126
-0.03714971989393234,-0.02085244655609131,-0.07781814783811569
-0.049615420401096344,0.04868572950363159,-0.04567038267850876
-0.06941454112529755,0.043974995613098145,-0.014557592570781708
-0.03815774619579315,-0.009142696857452393,0.0490114688873291
-0.021155469119548798,-0.028734266757965088,0.04494630545377731
-0.0028049200773239136,-0.023338615894317627,0.015678763389587402
0.0005805566906929016,0.004507839679718018,5.030632019042969e-05
0.017003610730171204,-0.012604832649230957,-0.04318927973508835
0.018587447702884674,-0.039569318294525146,-0.03599727898836136
0.0016394779086112976,-0.03974109888076782,0.0005537271499633789
-0.011247895658016205,-0.02296990156173706,0.017205603420734406
0.0037866607308387756,0.015623629093170166,0.04610692709684372
0.02428225427865982,0.015107572078704834,0.04933629930019379
0.0378386527299881,-0.030924677848815918,0.03059326857328415
0.04589242488145828,-0.05029028654098511,-0.004479177296161652
